study_accession	external_trait	source_url	local_raw_file	munged_sumstats_file	raw_file_exists	dataset	dataset_note
GCST90302119	Total phosphoglycerides levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302119/GCST90302119.tsv	D:/metabolic/GCST90302119.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302119.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302120	Tyrosine levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302120/GCST90302120.tsv	D:/metabolic/GCST90302120.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302120.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302121	Estimated degree of unsaturation	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302121/GCST90302121.tsv	D:/metabolic/GCST90302121.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302121.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302122	Valine levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302122/GCST90302122.tsv	D:/metabolic/GCST90302122.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302122.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302123	Total cholesterol levels in VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302123/GCST90302123.tsv	D:/metabolic/GCST90302123.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302123.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302124	Mean diameter of VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302124/GCST90302124.tsv	D:/metabolic/GCST90302124.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302124.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302125	Triglyceride levels in VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302125/GCST90302125.tsv	D:/metabolic/GCST90302125.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302125.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302126	Total cholesterol levels in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302126/GCST90302126.tsv	D:/metabolic/GCST90302126.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302126.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302127	Total cholesterol to total lipids ratio in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302127/GCST90302127.tsv	D:/metabolic/GCST90302127.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302127.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302128	Cholesterol esters in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302128/GCST90302128.tsv	D:/metabolic/GCST90302128.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302128.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302129	Cholesteryl esters to total lipids ratio in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302129/GCST90302129.tsv	D:/metabolic/GCST90302129.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302129.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302130	Free cholesterol in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302130/GCST90302130.tsv	D:/metabolic/GCST90302130.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302130.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302131	Free cholesterol to total lipids ratio in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302131/GCST90302131.tsv	D:/metabolic/GCST90302131.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302131.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302132	Total lipids in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302132/GCST90302132.tsv	D:/metabolic/GCST90302132.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302132.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302133	Concentration of very large HDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302133/GCST90302133.tsv	D:/metabolic/GCST90302133.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302133.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302134	Phospholipids in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302134/GCST90302134.tsv	D:/metabolic/GCST90302134.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302134.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302135	Phospholipids to total lipids ratio in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302135/GCST90302135.tsv	D:/metabolic/GCST90302135.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302135.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302136	Triglycerides in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302136/GCST90302136.tsv	D:/metabolic/GCST90302136.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302136.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302137	Triglycerides to total lipids ratio in very large HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302137/GCST90302137.tsv	D:/metabolic/GCST90302137.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302137.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302138	Total cholesterol in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302138/GCST90302138.tsv	D:/metabolic/GCST90302138.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302138.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302139	Total cholesterol to total lipids ratio in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302139/GCST90302139.tsv	D:/metabolic/GCST90302139.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302139.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302140	Cholesterol esters in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302140/GCST90302140.tsv	D:/metabolic/GCST90302140.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302140.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302141	Cholesteryl esters to total lipids ratio in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302141/GCST90302141.tsv	D:/metabolic/GCST90302141.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302141.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302142	Free cholesterol in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302142/GCST90302142.tsv	D:/metabolic/GCST90302142.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302142.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302143	Free cholesterol to total lipids ratio in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302143/GCST90302143.tsv	D:/metabolic/GCST90302143.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302143.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302144	Total lipids in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302144/GCST90302144.tsv	D:/metabolic/GCST90302144.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302144.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302145	Concentration of very large VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302145/GCST90302145.tsv	D:/metabolic/GCST90302145.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302145.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302146	Phospholipids in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302146/GCST90302146.tsv	D:/metabolic/GCST90302146.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302146.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302147	Phospholipids to total lipids ratio in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302147/GCST90302147.tsv	D:/metabolic/GCST90302147.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302147.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302148	Triglycerides in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302148/GCST90302148.tsv	D:/metabolic/GCST90302148.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302148.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302149	Triglycerides to total lipids ratio in very large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302149/GCST90302149.tsv	D:/metabolic/GCST90302149.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302149.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302150	Total cholesterol in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302150/GCST90302150.tsv	D:/metabolic/GCST90302150.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302150.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302151	Total cholesterol to total lipids ratio in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302151/GCST90302151.tsv	D:/metabolic/GCST90302151.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302151.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302152	Cholesterol esters in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302152/GCST90302152.tsv	D:/metabolic/GCST90302152.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302152.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302153	Cholesteryl esters to total lipids ratio in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302153/GCST90302153.tsv	D:/metabolic/GCST90302153.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302153.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302154	Free cholesterol in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302154/GCST90302154.tsv	D:/metabolic/GCST90302154.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302154.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302155	Free cholesterol to total lipids ratio in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302155/GCST90302155.tsv	D:/metabolic/GCST90302155.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302155.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302156	Total lipids in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302156/GCST90302156.tsv	D:/metabolic/GCST90302156.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302156.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302157	Concentration of very small VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302157/GCST90302157.tsv	D:/metabolic/GCST90302157.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302157.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302158	Phospholipids in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302158/GCST90302158.tsv	D:/metabolic/GCST90302158.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302158.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302159	Phospholipids to total lipids ratio in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302159/GCST90302159.tsv	D:/metabolic/GCST90302159.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302159.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302160	Triglycerides in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302160/GCST90302160.tsv	D:/metabolic/GCST90302160.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302160.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302161	Triglycerides to total lipids ratio in very small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302161/GCST90302161.tsv	D:/metabolic/GCST90302161.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302161.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302162	Total cholesterol levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302162/GCST90302162.tsv	D:/metabolic/GCST90302162.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302162.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302163	Total cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302163/GCST90302163.tsv	D:/metabolic/GCST90302163.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302163.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302164	Cholesteryl ester levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302164/GCST90302164.tsv	D:/metabolic/GCST90302164.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302164.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302165	Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302165/GCST90302165.tsv	D:/metabolic/GCST90302165.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302165.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302166	Free cholesterol levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302166/GCST90302166.tsv	D:/metabolic/GCST90302166.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302166.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302167	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302167/GCST90302167.tsv	D:/metabolic/GCST90302167.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302167.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302168	Total lipid levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302168/GCST90302168.tsv	D:/metabolic/GCST90302168.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302168.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302169	Concentration of chylomicrons and extremely large VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302169/GCST90302169.tsv	D:/metabolic/GCST90302169.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302169.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302170	Phospholipid levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302170/GCST90302170.tsv	D:/metabolic/GCST90302170.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302170.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302171	Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302171/GCST90302171.tsv	D:/metabolic/GCST90302171.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302171.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302172	Triglyceride levels in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302172/GCST90302172.tsv	D:/metabolic/GCST90302172.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302172.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302173	Triglycerides to total lipids ratio in chylomicrons and extremely large VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302173/GCST90302173.tsv	D:/metabolic/GCST90302173.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302173.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
